ID,RInbound,RTravTime1,RTravTime2,outbound,shopfreq,satorsun,depmam,outdepmam,depmam_r,outdepmam_r,Duration,BegPurp2,EndPurp2,BegSta_lat,BegStat_lon,Endstat_lat,Endstat_lon
2658,1,4,8,1,4,0,426,1173,8,20,11,home,work,41.000732,-73.6647,40.752998,-73.977056
2676,1,7,10,1,2,0,422,1095,8,19,10,home,work,41.021277,-73.624621,40.752998,-73.977056
2775,1,2,10,1,3,0,515,1100,9,19,9,home,work,40.93978,-73.835208,40.752998,-73.977056
2810,1,1,15,1,4,0,490,1074,9,18,8,home,work,40.958997,-73.820564,40.752998,-73.977056
2812,1,3,6,1,4,0,518,1170,9,20,10,home,work,40.92699,-73.83948,40.752998,-73.977056
2815,1,10,15,1,4,0,518,1118,9,19,9,home,work,40.92699,-73.83948,40.752998,-73.977056
2893,1,2,20,1,3,0,422,1207,8,21,12,home,work,41.021277,-73.624621,40.752998,-73.977056
2949,1,15,5,1,2,0,422,1029,8,18,9,home,work,41.021277,-73.624621,40.752998,-73.977056
2998,1,10,20,1,3,0,511,1074,9,18,8,home,work,40.958997,-73.820564,40.752998,-73.977056
3023,1,12,7,1,1,0,518,1031,9,18,8,home,work,40.92699,-73.83948,40.752998,-73.977056
3055,1,5,55,1,1,0,515,1100,9,19,9,home,work,40.93978,-73.835208,40.752998,-73.977056
3311,1,10,15,1,1,0,299,953,5,16,10,home,work,40.985922,-73.682553,40.752998,-73.977056
3329,1,8,10,1,4,0,315,986,6,17,10,home,work,40.910321,-73.810242,40.752998,-73.977056
3364,1,10,5,1,3,0,296,877,5,15,9,home,work,41.000732,-73.6647,40.752998,-73.977056
3452,1,30,0,1,1,0,984,543,17,10,6,work,home,41.296501,-72.92829,40.752998,-73.977056
3717,1,4,90,1,4,0,1046,449,18,8,9,work,home,41.046611,-73.542846,40.752998,-73.977056
4041,4,3,20,1,3,0,716,1240,12,21,8,home,shop,40.933394,-73.759792,40.752998,-73.977056
4172,1,3,30,1,4,0,434,1066,8,18,9,home,work,41.122265,-73.315408,40.752998,-73.977056
4176,1,4,25,1,4,0,430,1090,8,19,10,home,work,41.134844,-73.28897,40.752998,-73.977056
4189,2,15,90,1,2,0,418,1036,7,18,10,home,work,41.178677,-73.187076,40.752998,-73.977056
4207,1,17,3,1,3,0,428,996,8,17,8,home,work,41.143077,-73.257742,40.752998,-73.977056
4243,1,10,10,1,2,0,435,1110,8,19,10,home,work,41.122265,-73.315408,40.752998,-73.977056
4245,1,10,10,1,2,0,428,1138,8,19,10,home,work,41.143077,-73.257742,40.752998,-73.977056
4291,1,5,20,1,4,0,431,1110,8,19,10,home,work,41.134844,-73.28897,40.752998,-73.977056
4296,1,5,13,1,2,0,418,1021,7,18,10,home,work,41.178677,-73.187076,40.752998,-73.977056
4311,1,15,10,1,2,0,428,1021,8,18,9,home,work,41.143077,-73.257742,40.752998,-73.977056
4323,1,20,25,1,2,0,463,1076,8,18,9,home,work,41.135763,-73.866163,40.752998,-73.977056
4402,1,2,2,1,4,0,800,510,14,9,4,work,home,41.032589,-73.775208,40.949393,-73.830166
4808,2,13,10,1,2,0,988,1252,17,21,3,home,leisure,41.740401,-73.576502,40.752998,-73.977056
4952,1,5,5,1,3,0,359,1096,6,19,12,home,work,41.069041,-73.49788,40.752998,-73.977056
4969,1,30,0,1,2,0,340,1110,6,19,12,home,work,41.143077,-73.257742,40.752998,-73.977056
4975,1,10,10,1,1,0,394,999,7,17,9,home,work,41.178677,-73.187076,40.752998,-73.977056
5101,1,4,12,1,3,0,1185,420,20,8,11,work,home,41.076913,-73.472966,40.752998,-73.977056
5118,1,25,10,1,2,0,1194,420,20,8,11,work,home,41.046611,-73.542846,40.752998,-73.977056
5158,1,10,20,1,2,0,1174,360,20,7,12,work,home,41.118928,-73.371413,40.752998,-73.977056
5410,1,10,25,1,1,0,627,1148,11,20,8,home,work,41.146305,-73.495626,40.752998,-73.977056
5460,6,40,20,1,4,0,745,1058,13,18,4,home,school,41.143077,-73.257742,40.752998,-73.977056
5888,1,3,5,1,2,0,429,1034,8,18,9,home,work,40.954061,-73.736125,40.752998,-73.977056
5918,1,5,22,1,2,0,429,1053,8,18,9,home,work,40.954061,-73.736125,40.752998,-73.977056
5973,1,5,10,1,3,0,426,1180,8,20,11,home,work,40.969432,-73.712964,40.752998,-73.977056
6030,1,15,10,1,4,0,433,1147,8,20,11,home,work,40.933394,-73.759792,40.752998,-73.977056
6051,1,35,35,1,2,0,430,1036,8,18,9,home,work,40.954061,-73.736125,40.752998,-73.977056
6054,1,15,30,1,2,0,429,1016,8,17,8,home,work,40.954061,-73.736125,40.752998,-73.977056
6243,1,5,15,1,1,0,679,1204,12,21,8,home,work,41.178677,-73.187076,40.752998,-73.977056
6301,1,10,10,1,3,0,102,1096,2,19,16,home,work,41.077456,-73.445527,40.752998,-73.977056
6386,1,0,12,1,1,0,705,1320,12,23,10,home,work,41.146305,-73.495626,40.752998,-73.977056
6447,1,10,15,1,4,0,340,933,6,16,9,home,work,41.143077,-73.257742,40.752998,-73.977056
6453,1,10,10,1,1,0,323,1021,6,18,11,home,work,41.223231,-73.057647,40.752998,-73.977056
6852,1,5,35,1,3,0,1286,1328,22,23,1,home,work,41.223231,-73.057647,40.911605,-73.783807
7284,1,16,9,1,2,0,640,1029,11,18,6,home,work,41.146305,-73.495626,40.752998,-73.977056
7372,1,8,8,1,4,0,331,1046,6,18,11,home,work,41.146305,-73.495626,40.752998,-73.977056
7378,1,7,7,1,1,0,352,1144,6,20,13,home,work,41.031682,-73.588173,40.752998,-73.977056
7415,1,12,15,1,1,0,348,933,6,16,9,home,work,41.046611,-73.542846,40.752998,-73.977056
7423,1,15,15,1,2,0,362,953,7,16,8,home,work,41.000732,-73.6647,40.752998,-73.977056
7468,1,5,10,1,4,0,430,1150,8,20,11,home,work,40.954061,-73.736125,40.752998,-73.977056
7490,1,0,12,1,4,0,341,1020,6,18,11,home,work,41.143077,-73.257742,40.752998,-73.977056
7752,1,20,20,2,4,0,417,1049,7,18,10,home,work,41.587448,-73.947226,40.752998,-73.977056
7760,1,10,10,1,4,0,530,1280,9,22,12,home,work,40.878245,-73.921455,40.752998,-73.977056
7763,1,15,15,2,4,0,517,1066,9,18,8,home,work,41.194255,-73.131532,41.046611,-73.542846
7773,1,15,5,2,1,0,470,1109,8,19,10,home,work,41.143077,-73.257742,41.021277,-73.624621
7782,1,10,15,1,4,0,408,995,7,17,9,home,work,41.046611,-73.542846,40.752998,-73.977056
7812,1,5,10,1,1,0,364,1024,7,18,10,home,work,41.196202,-73.432434,40.752998,-73.977056
7907,1,0,5,1,4,0,497,1144,9,20,10,home,work,40.985922,-73.682553,40.752998,-73.977056
7931,1,15,75,1,1,0,490,1050,9,18,8,home,work,41.021277,-73.624621,40.752998,-73.977056
8021,1,7,20,1,4,0,429,1079,8,18,9,home,work,40.911605,-73.783807,40.752998,-73.977056
8056,2,20,10,1,3,0,754,1297,13,22,8,home,work,41.118928,-73.371413,40.752998,-73.977056
8093,1,5,45,1,3,0,1104,420,19,8,10,work,home,41.046611,-73.542846,41.046611,-73.542846
8164,1,3,4,1,1,0,429,1098,8,19,10,home,work,40.911605,-73.783807,40.752998,-73.977056
8288,1,20,5,1,4,0,672,953,12,16,3,home,school,41.021277,-73.624621,40.752998,-73.977056
8316,1,30,30,1,4,0,740,1311,13,22,8,home,work,41.178677,-73.187076,41.046611,-73.542846
8485,1,5,0,1,1,0,362,1140,7,20,12,home,work,41.000732,-73.6647,40.752998,-73.977056
8528,1,15,20,1,2,0,497,1210,9,21,11,home,work,40.985922,-73.682553,40.752998,-73.977056
8595,1,12,20,1,4,0,1104,420,19,8,10,work,home,41.046611,-73.542846,40.805157,-73.939149
8695,1,5,10,1,3,0,367,1096,7,19,11,home,work,41.196202,-73.432434,40.752998,-73.977056
8917,1,6,15,1,4,0,1111,420,19,8,10,work,home,41.021277,-73.624621,40.752998,-73.977056
8933,1,10,35,1,4,0,1047,424,18,8,9,work,home,41.304979,-72.921747,41.021277,-73.624621
8968,1,7,20,1,3,0,499,1270,9,22,12,home,work,40.933394,-73.759792,40.752998,-73.977056
8973,1,10,2,1,2,0,75,1076,2,18,15,home,work,40.954061,-73.736125,40.752998,-73.977056
9003,1,8,4,1,2,0,362,986,7,17,9,home,work,40.933394,-73.759792,40.752998,-73.977056
9053,1,20,40,1,4,0,492,1073,9,18,8,home,work,40.969432,-73.712964,40.752998,-73.977056
9056,1,5,2,1,4,0,492,1113,9,19,9,home,work,40.969432,-73.712964,40.752998,-73.977056
9064,1,4,40,1,4,0,362,1190,7,20,12,home,work,40.933394,-73.759792,40.805157,-73.939149
9154,1,25,10,1,2,0,1073,420,18,8,9,work,home,41.046611,-73.542846,40.752998,-73.977056
9228,1,25,8,1,4,0,339,1036,6,18,11,home,work,41.376225,-73.418171,41.046611,-73.542846
9313,1,5,20,1,3,0,499,1117,9,19,9,home,work,40.933394,-73.759792,40.752998,-73.977056
9320,1,10,20,2,2,0,474,1060,8,18,9,home,work,41.21662,-73.426703,40.752998,-73.977056
9330,1,5,15,1,2,0,509,1207,9,21,11,home,work,41.021277,-73.624621,40.752998,-73.977056
9338,1,10,25,2,4,0,438,1196,8,20,11,home,work,41.135763,-73.866163,40.752998,-73.977056
9367,1,7,5,1,4,0,490,1150,9,20,10,home,work,40.969432,-73.712964,40.752998,-73.977056
9376,1,6,25,1,2,0,499,1053,9,18,8,home,work,40.933394,-73.759792,40.752998,-73.977056
9386,1,5,20,1,3,0,362,1147,7,20,12,home,work,40.933394,-73.759792,40.752998,-73.977056
9388,1,9,10,1,2,0,349,894,6,15,8,home,work,41.000732,-73.6647,41.032589,-73.775208
9422,1,5,10,1,3,0,589,1140,10,20,9,home,work,41.030171,-73.598306,40.752998,-73.977056
9509,6,18,6,1,4,0,903,434,16,8,7,home,school,41.223231,-73.057647,41.021277,-73.624621
9622,1,10,30,1,3,0,426,995,8,17,8,home,work,40.935795,-73.902668,40.752998,-73.977056
9644,1,0,20,1,4,0,416,1120,7,19,11,home,work,41.026198,-73.876543,40.752998,-73.977056
9663,1,4,0,1,3,0,410,1163,7,20,12,home,work,41.076473,-73.864563,40.752998,-73.977056
9800,1,5,10,1,2,0,418,1103,7,19,11,home,work,41.012459,-73.87949,40.752998,-73.977056
9830,1,7,5,1,4,0,495,1090,9,19,9,home,work,40.954061,-73.736125,40.752998,-73.977056
9843,1,20,15,1,1,0,499,1076,9,18,8,home,work,40.933394,-73.759792,40.752998,-73.977056
9848,1,30,0,1,2,0,499,1076,9,18,8,home,work,40.933394,-73.759792,40.752998,-73.977056
9853,1,10,30,1,3,0,452,1190,8,20,11,home,work,40.933394,-73.759792,40.805157,-73.939149
9854,1,5,20,1,3,0,495,1053,9,18,8,home,work,40.954061,-73.736125,40.752998,-73.977056
10013,1,10,5,1,3,0,485,1051,9,18,8,home,work,41.189903,-73.882394,40.752998,-73.977056
10021,1,35,9,1,3,0,485,1056,9,18,8,home,work,41.189903,-73.882394,40.752998,-73.977056
10050,1,10,47,1,1,0,485,1076,9,18,8,home,work,41.189903,-73.882394,40.752998,-73.977056
10075,1,0,30,1,4,0,428,1066,8,18,9,home,work,41.158015,-73.774885,40.752998,-73.977056
10079,1,4,20,1,1,0,428,1144,8,20,11,home,work,41.158015,-73.774885,40.805157,-73.939149
10205,1,15,105,1,3,0,650,1095,11,19,7,home,work,41.504007,-73.984528,40.752998,-73.977056
10259,1,2,15,1,1,0,1305,1046,22,18,3,home,work,41.08876,-73.517828,40.752998,-73.977056
10363,1,0,5,1,4,0,501,1076,9,18,8,home,work,41.076473,-73.864563,40.752998,-73.977056
10498,1,5,5,1,4,0,485,1051,9,18,8,home,work,41.189903,-73.882394,40.752998,-73.977056
10659,1,7,15,1,3,0,413,995,7,17,9,home,work,41.039993,-73.873083,40.752998,-73.977056
10820,1,10,15,1,3,0,555,1056,10,18,7,home,work,41.157663,-73.869281,40.752998,-73.977056
10912,1,15,15,2,4,0,417,1029,7,18,10,home,work,41.587448,-73.947226,40.752998,-73.977056
10913,1,10,5,1,4,0,442,1076,8,18,9,home,work,41.09492,-73.869755,40.752998,-73.977056
10928,1,5,10,2,3,0,454,1113,8,19,10,home,work,41.072819,-73.772599,40.752998,-73.977056
11312,1,20,15,1,1,0,479,1051,8,18,9,home,work,41.189903,-73.882394,40.752998,-73.977056
11416,1,10,10,1,4,0,1085,573,19,10,8,work,home,41.046611,-73.542846,40.912161,-73.832185
11462,1,2,30,1,4,0,1085,440,19,8,10,work,home,41.046611,-73.542846,40.8615,-73.89058
11572,1,10,30,1,,0,1095,420,19,8,10,work,home,41.021277,-73.624621,40.752998,-73.977056
11701,1,12,15,1,2,0,485,838,9,14,4,home,work,41.189903,-73.882394,40.752998,-73.977056
12290,1,5,20,1,2,0,623,1050,11,18,6,home,work,41.000732,-73.6647,40.752998,-73.977056
12793,1,4,55,1,4,0,610,1095,11,19,7,home,work,41.285962,-73.93042,40.752998,-73.977056
12895,1,10,20,1,4,0,590,1202,10,21,10,home,work,41.504007,-73.984528,40.805157,-73.939149
12902,1,15,3,1,2,0,590,1048,10,18,7,home,work,41.504007,-73.984528,40.752998,-73.977056
13674,1,0,55,1,4,0,927,987,16,17,1,home,work,41.189903,-73.882394,40.752998,-73.977056
13766,6,7,10,1,1,0,803,1340,14,23,8,home,school,40.994109,-73.884512,40.752998,-73.977056
13807,1,15,30,1,4,0,1042,471,18,8,9,work,home,41.032589,-73.775208,40.805157,-73.939149
14473,1,10,10,1,4,0,508,1207,9,21,11,home,work,41.021277,-73.624621,40.752998,-73.977056
14714,1,20,0,1,3,0,386,970,7,17,9,home,work,41.705839,-73.937946,40.752998,-73.977056
14765,1,8,25,1,2,0,403,1123,7,19,11,home,work,41.504007,-73.984528,40.752998,-73.977056
14775,1,15,5,1,2,0,433,1051,8,18,9,home,work,41.246259,-73.921884,40.752998,-73.977056
14817,1,10,8,1,1,0,397,1070,7,18,10,home,work,41.587448,-73.947226,40.752998,-73.977056
14862,1,5,20,1,4,0,420,1050,8,18,9,home,work,41.246259,-73.921884,40.752998,-73.977056
14874,1,15,12,1,,0,433,1071,8,18,9,home,work,41.246259,-73.921884,40.752998,-73.977056
14883,1,5,20,1,3,0,433,1070,8,18,9,home,work,41.246259,-73.921884,40.752998,-73.977056
14985,1,12,10,1,4,0,396,981,7,17,9,home,work,41.587448,-73.947226,40.994109,-73.884512
15036,1,15,10,1,3,0,476,1079,8,18,9,home,work,40.911605,-73.783807,40.752998,-73.977056
15051,1,10,2,1,1,0,536,1079,9,18,8,home,work,40.911605,-73.783807,40.752998,-73.977056
15067,1,5,15,1,2,0,476,1034,8,18,9,home,work,40.911605,-73.783807,40.752998,-73.977056
15103,1,8,10,1,4,0,479,1090,8,19,10,home,work,40.910321,-73.810242,40.752998,-73.977056
15179,1,10,10,1,4,0,476,1116,8,19,10,home,work,40.911605,-73.783807,40.752998,-73.977056
15187,1,10,35,1,3,0,476,1079,8,18,9,home,work,40.911605,-73.783807,40.752998,-73.977056
15220,1,10,12,1,4,0,493,1196,9,20,10,home,work,41.039993,-73.873083,40.752998,-73.977056
15231,1,12,5,1,2,0,479,1100,8,19,10,home,work,41.189903,-73.882394,40.752998,-73.977056
15260,1,0,5,1,4,0,499,1060,9,18,8,home,work,40.994109,-73.884512,40.752998,-73.977056
15291,1,18,15,1,2,0,479,1322,8,23,14,home,work,41.189903,-73.882394,41.189903,-73.882394
15305,1,5,5,1,1,0,497,1163,9,20,10,home,work,41.012459,-73.87949,40.752998,-73.977056
15317,1,8,40,1,4,0,492,1103,9,19,9,home,work,41.039993,-73.873083,40.752998,-73.977056
15338,1,5,15,1,1,0,1305,550,22,10,11,work,home,40.933394,-73.759792,40.752998,-73.977056
15451,1,7,10,1,3,0,345,1200,6,21,14,home,work,40.911605,-73.783807,40.752998,-73.977056
15454,1,0,20,1,3,0,329,976,6,17,10,home,work,41.000732,-73.6647,40.752998,-73.977056
15549,1,4,10,1,4,0,1278,357,22,6,15,work,home,41.046611,-73.542846,40.752998,-73.977056
15596,1,10,20,1,4,0,442,1034,8,18,9,home,work,40.911605,-73.783807,40.752998,-73.977056
15625,1,1,20,1,4,0,442,1260,8,22,13,home,work,40.911605,-73.783807,40.752998,-73.977056
15635,1,10,12,1,1,0,442,1034,8,18,9,home,work,40.911605,-73.783807,40.752998,-73.977056
15747,1,5,10,1,4,0,478,1100,8,19,10,home,work,40.93978,-73.835208,40.752998,-73.977056
15787,1,10,15,1,4,0,478,1100,8,19,10,home,work,40.93978,-73.835208,40.752998,-73.977056
15806,1,0,0,1,1,0,482,1100,9,19,9,home,work,40.92699,-73.83948,40.752998,-73.977056
15909,1,10,10,1,2,0,437,1086,8,19,10,home,work,41.259552,-73.684155,40.752998,-73.977056
16015,1,20,20,1,4,0,421,1063,8,18,9,home,work,41.39447,-73.619802,40.752998,-73.977056
16048,1,10,30,1,3,0,456,1072,8,18,9,home,work,40.911605,-73.783807,40.8615,-73.89058
16076,1,4,20,1,4,0,379,954,7,16,8,home,work,41.178677,-73.187076,40.8615,-73.89058
16087,1,7,15,1,3,0,459,1079,8,18,9,home,work,40.910321,-73.810242,40.752998,-73.977056
16194,1,15,6,1,4,0,437,1045,8,18,9,home,work,41.259552,-73.684155,40.752998,-73.977056
16202,1,5,8,1,1,0,451,1110,8,19,10,home,work,41.158015,-73.774885,40.752998,-73.977056
16211,1,7,13,1,4,0,437,1252,8,21,12,home,work,41.259552,-73.684155,40.752998,-73.977056
16214,1,18,6,1,1,0,414,1045,7,18,10,home,work,41.259552,-73.684155,40.752998,-73.977056
16234,1,17,15,1,4,0,418,1110,7,19,11,home,work,41.413203,-73.623787,40.752998,-73.977056
16261,1,15,30,1,4,0,419,1079,7,18,10,home,work,41.413203,-73.623787,40.752998,-73.977056
16262,1,10,0,1,2,0,418,1039,7,18,10,home,work,41.413203,-73.623787,40.752998,-73.977056
16300,1,10,40,1,2,0,437,1110,8,19,10,home,work,41.259552,-73.684155,40.752998,-73.977056
16351,1,40,15,1,2,0,433,1079,8,18,9,home,work,41.294338,-73.677655,40.752998,-73.977056
16417,1,6,12,1,4,0,441,1110,8,19,10,home,work,41.237316,-73.699936,40.752998,-73.977056
16566,1,15,10,1,2,0,476,1054,8,18,9,home,work,40.949393,-73.830166,40.752998,-73.977056
16597,1,3,30,1,,0,476,1145,8,20,11,home,work,40.949393,-73.830166,40.752998,-73.977056
16630,1,30,40,1,1,0,1134,473,19,8,10,work,home,40.92699,-73.83948,40.752998,-73.977056
16669,1,5,15,1,2,0,482,1022,9,18,8,home,school,40.92699,-73.83948,40.752998,-73.977056
16728,1,0,25,1,4,0,478,1118,8,19,10,home,work,40.93978,-73.835208,40.752998,-73.977056
16737,1,5,5,1,3,0,480,1074,9,18,8,home,work,40.949393,-73.830166,40.752998,-73.977056
16773,1,2,10,1,2,0,474,1100,8,19,10,home,work,40.949393,-73.830166,40.752998,-73.977056
16780,1,7,15,1,1,0,478,1350,8,23,14,home,work,40.93978,-73.835208,40.752998,-73.977056
16799,1,10,10,1,3,0,474,1260,8,22,13,home,work,40.958997,-73.820564,40.752998,-73.977056
16807,1,4,38,1,4,0,420,1090,8,19,10,home,work,41.049806,-73.773142,40.752998,-73.977056
16812,1,20,2,1,4,0,420,1047,8,18,9,home,work,41.049806,-73.773142,40.752998,-73.977056
16922,1,5,20,1,4,0,432,1116,8,19,10,home,work,41.010333,-73.796407,40.752998,-73.977056
16949,1,0,5,1,4,0,420,1066,8,18,9,home,work,41.049806,-73.773142,40.752998,-73.977056
17141,1,5,5,1,2,0,337,920,6,16,9,home,work,40.93978,-73.835208,40.752998,-73.977056
17190,1,10,10,1,2,0,530,1262,9,22,12,home,work,41.705839,-73.937946,40.752998,-73.977056
17247,1,3,15,1,3,0,548,1029,10,18,7,home,work,41.504007,-73.984528,40.752998,-73.977056
17475,1,0,60,1,4,0,432,1095,8,19,10,home,work,41.021277,-73.624621,40.752998,-73.977056
17488,1,8,15,1,2,0,459,1150,8,20,11,home,work,40.910321,-73.810242,40.752998,-73.977056
17504,1,8,20,1,2,0,442,1117,8,19,10,home,work,40.911605,-73.783807,40.752998,-73.977056
17509,1,6,10,1,2,0,459,1074,8,18,9,home,work,40.910321,-73.810242,40.752998,-73.977056
17549,1,10,15,1,4,0,458,1053,8,18,9,home,work,40.911605,-73.783807,40.752998,-73.977056
17669,1,15,20,1,3,0,462,1260,8,22,13,home,work,40.912161,-73.832185,40.752998,-73.977056
17696,1,10,20,1,4,0,548,1169,10,20,9,home,work,41.504007,-73.984528,40.805157,-73.939149
17722,6,20,15,1,4,0,995,1300,17,22,4,home,school,41.033817,-73.565859,40.752998,-73.977056
17868,1,35,10,1,3,0,444,1036,8,18,9,home,work,41.046611,-73.542846,40.752998,-73.977056
17893,1,20,25,2,2,0,407,1032,7,18,10,home,work,41.246259,-73.921884,40.752998,-73.977056
18399,5,0,40,1,2,0,521,838,9,14,4,home,school,41.135763,-73.866163,40.752998,-73.977056
18401,1,4,15,1,4,0,518,1020,9,18,8,home,work,41.157663,-73.869281,40.805157,-73.939149
19287,1,7,5,1,4,0,464,1100,8,19,10,home,work,41.189903,-73.882394,40.752998,-73.977056
19342,1,45,20,1,4,0,468,975,8,17,8,home,work,41.157663,-73.869281,40.752998,-73.977056
19408,1,20,20,1,4,0,464,1037,8,18,9,home,work,41.189903,-73.882394,40.752998,-73.977056
19417,1,4,15,1,3,0,464,1052,8,18,9,home,work,41.189903,-73.882394,40.752998,-73.977056
19435,3,15,20,1,3,0,464,711,8,12,3,home,leisure,41.189903,-73.882394,40.752998,-73.977056
19464,1,5,15,1,4,0,468,1037,8,18,9,home,work,41.157663,-73.869281,40.752998,-73.977056
19469,1,4,15,1,3,0,468,1163,8,20,11,home,work,41.157663,-73.869281,40.752998,-73.977056
19479,1,5,5,1,4,0,464,1052,8,18,9,home,work,41.189903,-73.882394,40.752998,-73.977056
19491,1,5,7,1,4,0,464,950,8,16,7,home,work,41.189903,-73.882394,40.752998,-73.977056
19979,1,20,10,1,3,0,514,1100,9,19,9,home,work,41.189903,-73.882394,40.752998,-73.977056
20042,1,10,10,1,3,0,520,1100,9,19,9,home,work,41.09492,-73.869755,40.752998,-73.977056
20076,1,10,15,1,4,0,514,1130,9,19,9,home,work,41.189903,-73.882394,40.752998,-73.977056
20090,1,2,25,1,4,0,492,1056,9,18,8,home,work,41.135763,-73.866163,40.752998,-73.977056
21396,1,15,5,2,4,0,473,1071,8,18,9,home,work,41.000732,-73.6647,40.752998,-73.977056
21414,1,10,10,2,2,0,460,1082,8,19,10,home,work,40.895361,-73.862916,40.752998,-73.977056
21447,1,25,6,1,2,0,448,1070,8,18,9,home,work,41.504007,-73.984528,40.752998,-73.977056
21463,1,23,75,1,1,0,379,970,7,17,9,home,work,41.285962,-73.93042,40.752998,-73.977056
21481,1,5,12,1,3,0,454,1100,8,19,10,home,work,41.069041,-73.49788,40.752998,-73.977056
21482,1,7,52,1,3,0,454,1074,8,18,9,home,work,41.069041,-73.49788,40.752998,-73.977056
21502,1,3,75,1,3,0,379,1001,7,17,9,home,work,41.285962,-73.93042,41.285962,-73.93042
21697,1,20,5,1,4,0,450,1071,8,18,9,home,work,41.076913,-73.472966,40.752998,-73.977056
21714,1,10,10,1,2,0,459,1084,8,19,10,home,work,41.046611,-73.542846,41.046611,-73.542846
21720,1,3,10,1,2,0,450,1122,8,19,10,home,work,41.076913,-73.472966,40.752998,-73.977056
21836,1,15,15,1,,0,448,1048,8,18,9,home,work,41.504007,-73.984528,40.752998,-73.977056
21885,1,11,15,1,4,0,440,1070,8,18,9,home,work,41.587448,-73.947226,40.752998,-73.977056
21922,1,8,15,1,2,0,993,1390,17,24,6,home,work,41.705839,-73.937946,40.752998,-73.977056
21945,1,3,10,1,3,0,519,1079,9,18,8,home,work,41.039993,-73.873083,40.752998,-73.977056
21998,1,15,20,1,4,0,357,1262,6,22,15,home,work,41.504007,-73.984528,40.752998,-73.977056
22007,1,10,10,1,3,0,457,1052,8,18,9,home,work,41.285962,-73.93042,40.752998,-73.977056
22048,1,5,10,1,4,0,519,1133,9,19,9,home,work,41.039993,-73.873083,40.752998,-73.977056
22138,1,15,30,1,4,0,430,1072,8,18,9,home,work,41.705839,-73.937946,40.752998,-73.977056
22230,1,10,7,1,4,0,502,1039,9,18,8,home,work,40.903981,-73.914126,40.752998,-73.977056
22282,1,5,5,1,1,0,740,1170,13,20,6,home,work,41.012459,-73.87949,40.752998,-73.977056
22466,1,2,30,1,2,0,497,1079,9,18,8,home,work,40.935795,-73.902668,40.752998,-73.977056
22530,1,4,3,1,4,0,446,1032,8,18,9,home,work,41.38178,-73.947202,40.752998,-73.977056
22589,1,25,20,1,3,0,515,1055,9,18,8,home,work,41.076473,-73.864563,40.752998,-73.977056
